INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000059118",6,"Public School","321200010300","SCHOOL OF SCIENCE & APPLIED LRNG"
"800000077827",6,"Public School","321200010314","FAIRMONT NEIGHBORHOOD SCHOOL"
"800000058032",6,"Public School","321200010316","KAPPA III"
"800000045774",6,"Public School","321200010318","IS 318 MATH, SCIENCE & TECH THRO ART"
"800000057974",6,"Public School","321200010341","ACCION ACADEMY"
"800000062372",6,"Public School","321200010383","EMOLIOR ACADEMY"
"800000083456",6,"Public School","321200010458","SAMARA COMMUNITY SCHOOL"
"800000065476",6,"Public School","321200010463","URBAN SCHOLARS COMMUNITY SCHOOL"
"800000070873",6,"Public School","321200010531","ARCHER ELEMENTARY SCHOOL"
"800000070874",6,"Public School","321200010536","PS 536"
"800000090308",6,"Public School","321200010595","COLIBRI COMMUNITY SCHOOL"
"800000059087",6,"Public School","321200011248","METROPOLITAN HIGH SCHOOL"
"800000059077",6,"Public School","321200011251","EXPLORATIONS ACADEMY HS"
"800000057983",6,"Public School","321200011267","BRONX LATIN SCHOOL"
"800000058011",6,"Public School","321200011271","EAST BRONX ACADEMY-FUTURE"
"800000062376",6,"Public School","321200011388","PAN AMERICAN INTERNATIONAL HS"
"800000069146",6,"Public School","321200011446","ARTURO A SCHOMBURG SATELLITE-BRONX"
"800000065477",6,"Public School","321200011478","CINEMA SCHOOL"
"800000065478",6,"Public School","321200011479","BRONX CAREER AND COLLEGE PREP HS"
"800000045659",6,"Public School","321200011480","BRONX REGIONAL HIGH SCHOOL"
"800000070875",6,"Public School","321200011511","BRONX ENVISION ACADEMY"
"800000070893",6,"Public School","321200011521","METROPOLITAN SOUNDVIEW HS "
"800000045664",6,"Public School","321200011550","HIGH SCHOOL OF WORLD CULTURES"
"800000045637",6,"Public School","321200011682","FANNIE LOU HAMER FREEDOM HS"
"800000045638",6,"Public School","321200011684","WINGS ACADEMY"
"800000045641",6,"Public School","321200011691","BRONX LITTLE SCHOOL"
"800000057638",6,"Public School","321200860870","PHAROS ACADEMY CHARTER SCHOOL"
"800000059317",6,"Public School","321200860898","SOUTH BRONX CLASSICAL CHARTER SCHOOL"
"800000067013",6,"Public School","321200860965","DR R IZQUIERDO HEALTH/SCIENCE CS"
"800000070534",6,"Public School","321200861010","NEW VISIONS AIM CHARTER HS II"
"800000071164",6,"Public School","321200861026","CHILDREN'S AID COLLEGE PREP CS"
"800000087933",6,"Public School","321200861107","URBAN ASSEMBLY CS - COMPUTER SCIENCE"
"800000087932",6,"Public School","321200861108","NYC AUTISM CHARTER SCHOOL BRONX"
"800000091170",6,"Public School","321200861182","ZETA CHARTER SCHOOL - TREMONT PARK"
"800000045564",6,"Public School","331300010003","PS 3 BEDFORD VILLAGE"
"800000045565",6,"Public School","331300010008","EMILY WARREN ROEBLING SCHOOL"
"800000045566",6,"Public School","331300010009","PS 9 SARAH SMITH GARNET SCHOOL"
"800000045551",6,"Public School","331300010011","PS 11 PURVIS J BEHAN"
"800000045552",6,"Public School","331300010020","PS 20 CLINTON HILL"
"800000045557",6,"Public School","331300010044","PS 44 MARCUS GARVEY"
"800000045561",6,"Public School","331300010046","PS 46 EDWARD C BLUM"
"800000045543",6,"Public School","331300010054","PS 54 SAMUEL C BARNES"
"800000045544",6,"Public School","331300010056","PS 56 LEWIS H LATIMER"
"800000045545",6,"Public School","331300010067","PS 67 CHARLES A DORSEY"
"800000045546",6,"Public School","331300010093","PS 93 WILLIAM H PRESCOTT"
"800000045547",6,"Public School","331300010113","MS 113 RONALD EDMONDS  LRN CTR"
"800000045549",6,"Public School","331300010133","PS 133 WILLIAM A BUTLER"
"800000045550",6,"Public School","331300010256","PS 256 BENJAMIN BANNEKER"
"800000045536",6,"Public School","331300010265","DR SUSAN S MCKINNEY SS -ARTS"
"800000045537",6,"Public School","331300010266","MS 266 PARK PLACE COMMUNITY MS"
"800000045538",6,"Public School","331300010270","PS 270 JOHANN DEKALB"
"800000045558",6,"Public School","331300010282","PS 282 PARK SLOPE"
"800000045560",6,"Public School","331300010287","PS 287 BAILEY K ASHFORD"
"800000058070",6,"Public School","331300010301","RESTORIATION ACADEMY"
"800000045541",6,"Public School","331300010307","PS 307 DANIEL HALE WILLIAMS"
"800000058072",6,"Public School","331300010313","DOCK STREET SCHOOL-STEAM STUDIES"
"800000075032",6,"Public School","331300010351","URBAN ASSEMBLY UNISON SCHOOL"
"800000069171",6,"Public School","331300010691","FORT GREEN PREPARATORY ACADEMY"
"800000091318",6,"Public School","331300010915","BRIDGES: A SCHOOL FOR EXPLOR-EQUITY"
"800000059123",6,"Public School","331300011350","URBAN ASSEMBLY SCHOOL-MUSIC-ARTS"
"800000059611",6,"Public School","331300011412","BROOKLYN COMM ARTS-MEDIA HS"
"800000043506",6,"Public School","331300011419","SCIENCE SKILLS CENTER HIGH SCHOOL"
"800000043516",6,"Public School","331300011430","BROOKLYN TECHNICAL HS"
"800000043556",6,"Public School","331300011439","BROOKLYN INTERNATIONAL HS"
"800000058090",6,"Public School","331300011483","URBAN ASSMBLY SCH-LAW & JSTCE"
"800000059622",6,"Public School","331300011492","ACADEMY OF ARTS AND LETTERS"
"800000059617",6,"Public School","331300011527","URBAN ASSEMBLY INST OF MATH AND SCIE"
"800000057160",6,"Public School","331300011553","BROOKLYN ACADEMY HIGH SCHOOL"
"800000060388",6,"Public School","331300011594","GOTHAM PROFESSIONAL ARTS ACADEMY"
"800000057162",6,"Public School","331300011595","BEDFORD ACADEMY HIGH SCHOOL"
"800000043475",6,"Public School","331300011605","GEORGE WESTINGHOUSE CAREER/TECH HS"
"800000062326",6,"Public School","331300011616","BROOKLYN HS-LEADERSHIP & COMMUNITY"
"800000045542",6,"Public School","331300011670","BENJAMIN BANNEKER ACADEMY"
"800000065480",6,"Public School","331300011674","CITY POLYTECHNIC HIGH SCHOOL"
"800000045417",6,"Public School","331300860810","COMMUNITY PARTNERSHIP CS"
"800000059312",6,"Public School","331300860893","COMMUNITY ROOTS CHARTER SCHOOL"
"800000059311",6,"Public School","331300860901","LEADERSHIP PREP BEDFORD STUYVESANT"
"800000059324",6,"Public School","331300860902","ACHIEVEMENT FIRST ENDEAVOR CS"
"800000063978",6,"Public School","331300860937","BROOKLYN EAST COLLEGIATE CS"
"800000075833",6,"Public School","331300861039","SUCCESS ACADEMY CS-FORT GREENE"
"800000075840",6,"Public School","331300861056","UNITY PREP CS OF BROOKLYN"
"800000082484",6,"Public School","331300861063","BROOKLYN LABORATORY CHARTER SCHOOL"
"800000082487",6,"Public School","331300861066","COMPASS CHARTER SCHOOL"
"800000083987",6,"Public School","331300861077","BROOKLYN PROSPECTCS-CSD 13"
"800000083989",6,"Public School","331300861079","BROOKLYN PROSPECT CS - CSD 13.2"
"800000087934",6,"Public School","331300861110","EDMUND W GORDON BROOKLYN LABORATORY"
"800000045346",6,"Public School","331400010016","PS 16 LEONARD DUNKLY"
"800000045347",6,"Public School","331400010017","PS 17 HENRY D WOODWORTH"
"800000045348",6,"Public School","331400010018","PS 18 EDWARD BUSH"
"800000045350",6,"Public School","331400010023","PS 23 CARTER G WOODSON"
"800000045351",6,"Public School","331400010031","PS 31 SAMUEL F DUPONT"
"800000045353",6,"Public School","331400010034","PS 34 OLIVER H PERRY"
"800000045332",6,"Public School","331400010050","JHS 50 JOHN D WELLS "
"800000045333",6,"Public School","331400010059","PS 59 WILLIAM FLOYD"
"800000045335",6,"Public School","331400010084","PS 84 JOSE DE DIEGO"
"800000045336",6,"Public School","331400010110","PS 110 MONITOR"
"800000045355",6,"Public School","331400010120","PS 120 CARLOS TAPIA"
"800000045341",6,"Public School","331400010126","JOHN ERICSSON MIDDLE SCHOOL 126"
"800000045342",6,"Public School","331400010132","PS 132 CONSELYEA SCHOOL "
"800000045343",6,"Public School","331400010147","PS 147 ISSAC REMSEN"
"800000045326",6,"Public School","331400010157","PS/IS 157 BENJAMIN FRANKLIN"
"800000045327",6,"Public School","331400010196","PS 196 TEN EYCK"
"800000045328",6,"Public School","331400010250","PS 250 GEORGE H LINDSAY"
"800000045329",6,"Public School","331400010257","PS 257 JOHN F HYLAN"
"800000045330",6,"Public School","331400010297","PS 297 ABRAHAM STOCKTON"
"800000045331",6,"Public School","331400010318","IS 318 EUGENIO MARIA DE HOSTOS"
"800000045338",6,"Public School","331400010319","PS 319"
"800000045339",6,"Public School","331400010380","PS 380 JOHN WAYNE ELEMENTARY"
"800000075073",6,"Public School","331400010414","BROOKLYN ARBOR ELEMENTARY "
"800000058101",6,"Public School","331400010577","CONSELYEA PREPARATORY SCHOOL"
"800000058102",6,"Public School","331400010582","MS 582"
"800000045334",6,"Public School","331400011071","JUAN MOREL CAMPOS SECONDARY SCHOOL"
"800000059612",6,"Public School","331400011449","BROOKLYN LATIN SCHOOL "
"800000059626",6,"Public School","331400011454","WILLIAMSBURG HS-ART-TECH"
"800000043501",6,"Public School","331400011474","PROGRESS HS-PROFESSIONAL CAREERS"
"800000043508",6,"Public School","331400011477","EAST WILLIAMSBURG SCHOLARS"
"800000043493",6,"Public School","331400011478","HIGH SCHOOL-ENTERPRISE, BUS & TECH"
"800000057989",6,"Public School","331400011488","BROOKLYN PREPARATORY HS"
"800000058092",6,"Public School","331400011558","WILLAMSBURG HS-ARCH & DESIGN"
"800000058100",6,"Public School","331400011561","WILLIAMSBURG PREPARATORY SCHOOL"
"800000060396",6,"Public School","331400011586","LYONS COMMUNITY SCHOOL"
"800000043476",6,"Public School","331400011610","A-TECH HIGH SCHOOL"
"800000062325",6,"Public School","331400011614","YOUNG WOMENS LEADERSHIP SCH-BROOKLY"
"800000043446",6,"Public School","331400011685","EL PUENTE ACAD FOR PEACE AND JUSTICE"
"800000044900",6,"Public School","331400860809","BROOKLYN CHARTER SCHOOL"
"800000057520",6,"Public School","331400860865","WILLIAMSBURG CHARTER HIGH SCHOOL"
"800000058838",6,"Public School","331400860885","WILLIAMSBURG COLLEGIATE CS"
"800000063771",6,"Public School","331400860945","NORTHSIDE CHARTER HIGH SCHOOL"
"800000070173",6,"Public School","331400861007","SUCCESS ACADEMY CS-BED STUY 1 "
"800000071156",6,"Public School","331400861021","BEGINNING WITH CHILDREN CS II"
"800000071157",6,"Public School","331400861022","SUCCESS ACADEMY CS-BED STUY 2"
"800000071160",6,"Public School","331400861024","SUCCESS ACADEMY CS-WILLIAMSBURG"
"800000045192",6,"Public School","331500010001","PS 1 BERGEN"
"800000045193",6,"Public School","331500010010","MAGNET SCH OF MATH, SCI, DESIGN"
"800000045194",6,"Public School","331500010015","PS 15 PATRICK F DALY"
"800000045162",6,"Public School","331500010024","PS 24"
"800000045164",6,"Public School","331500010029","PS 29 JOHN M HARRIGAN"
"800000045165",6,"Public School","331500010032","PS 32 SAMUEL MILLS SPROLE"
"800000045166",6,"Public School","331500010038","PS 38 PACIFIC"
"800000045167",6,"Public School","331500010039","PS 39 HENRY BRISTOW"
"800000045147",6,"Public School","331500010051","MS 51 WILLIAM ALEXANDER"
"800000045148",6,"Public School","331500010058","PS 58 CARROLL"
"800000045149",6,"Public School","331500010088","JHS 88 PETER ROUGET"
"800000045150",6,"Public School","331500010094","PS 94 HENRY LONGFELLOW"
"800000045151",6,"Public School","331500010107","PS 107 JOHN W KIMBALL"
"800000077828",6,"Public School","331500010118","MAURICE SENDAK COMMUNITY SCHOOL "
"800000045152",6,"Public School","331500010124","PS 124 SILAS B DUTCHER"
"800000045153",6,"Public School","331500010130","PS 130 PARKSIDE"
"800000045154",6,"Public School","331500010131","PS 131"
"800000045174",6,"Public School","331500010136","IS 136 CHARLES O DEWEY"
"800000045176",6,"Public School","331500010146","BROOKLYN NEW SCHOOL-PS 146"
"800000045177",6,"Public School","331500010154","WINDSOR TERRACE SCHOOL"
"800000045160",6,"Public School","331500010169","PS 169 SUNSET PARK"
"800000045161",6,"Public School","331500010172","PS 172 BEACON SCHOOL OF EXCELLENCE"
"800000045146",6,"Public School","331500010230","PS 230 DORIS L COHEN"
"800000045155",6,"Public School","331500010261","PS 261 ZIPPORIAH MILLS"
"800000045157",6,"Public School","331500010295","PS 295"
"800000045158",6,"Public School","331500010321","PS 321 WILLIAM PENN"
"800000057118",6,"Public School","331500010442","MS 442 CARROLL GARDENS SCHOOL"
"800000057119",6,"Public School","331500010443","NEW VOICES SCH-ACAD & CREATIVE ARTS"
"800000057120",6,"Public School","331500010447","MATH & SCIENCE EXPLORATORY"
"800000057121",6,"Public School","331500010448","BROOKLYN COLLABORATIVE STUDIES"
"800000077829",6,"Public School","331500010516","SUNSET PARK AVENUES ELEMENTARY"
"800000065482",6,"Public School","331500010676","RED HOOK NEIGHBORHOOD SCHOOL"
"800000058075",6,"Public School","331500010821","SUNSET PARK PREP"
"800000085451",6,"Public School","331500010839","MS 839"
"800000090309",6,"Public School","331500010896","SCHOOL OF CREATIVITY-INNOVATION"
"800000092668",6,"Public School","331500010958","PS 958"
"800000070895",6,"Public School","331500011423","BROOKLYN FRONTIERS HS"
"800000043515",6,"Public School","331500011429","DIGITAL ARTS AND CINEMA TECH HS"
"800000043495",6,"Public School","331500011462","JOHN JAY SCHOOL FOR LAW "
"800000057169",6,"Public School","331500011463","CYBERARTS STUDIO ACADEMY"
"800000057170",6,"Public School","331500011464","PARK SLOPE COLLEGIATE"
"800000043481",6,"Public School","331500011497","BOERUM HILL SCHOOL FOR INTERNATIONAL"
"800000043471",6,"Public School","331500011519","COBBLE HILL SCHOOL-AMERICAN STUDIES"
"800000059701",6,"Public School","331500011529","WEST BROOKLYN COMMUNITY HIGH SCHOOL"
"800000060374",6,"Public School","331500011592","KHALIL GIBRAN INTERNATIONAL ACADEMY"
"800000043459",6,"Public School","331500011656","BROOKLYN HIGH SCHOOL OF THE ARTS"
"800000065481",6,"Public School","331500011667","SUNSET PARK HIGH SCHOOL"
"800000070894",6,"Public School","331500011684","MILLENNIUM BROOKLYN HIGH SCHOOL"
"800000056057",6,"Public School","331500011698","SOUTH BROOKLYN COMM HIGH SCHOOL"
"800000058308",6,"Public School","331500860878","HELLENIC CLASSICAL CHARTER SCHOOL"
"800000061098",6,"Public School","331500860927","PAVE ACADEMY CHARTER SCHOOL"
"800000064232",6,"Public School","331500860953","SUMMIT ACADEMY CHARTER SCHOOL"
"800000071074",6,"Public School","331500861011","BROOKLYN URBAN GARDEN CHARTER SCHOOL"
"800000071079",6,"Public School","331500861016","NEW DAWN CHARTER HIGH SCHOOL"
"800000071158",6,"Public School","331500861023","SUCCESS ACADEMY CS-COBBLE HILL"
"800000090721",6,"Public School","331500861156","BROOKLYN RISE CHARTER SCHOOL"
"800000090723",6,"Public School","331500861158","LEEP DUAL LANGUAGE ACADEMY CS"
"800000090775",6,"Public School","331500861162","BROOKLYN PROSPECT CS -CSD 15.2"
"800000044966",6,"Public School","331600010005","PS 5 DR RONALD MCNAIR"
"800000044967",6,"Public School","331600010021","PS 21 CRISPUS ATTUCKS"
"800000044968",6,"Public School","331600010025","PS 25 EUBIE BLAKE SCHOOL"
"800000044954",6,"Public School","331600010026","PS 26 JESSE OWENS"
"800000044956",6,"Public School","331600010035","MS 35 STEPHEN DECATUR"
"800000044948",6,"Public School","331600010040","PS 40 GEORGE W CARVER"
"800000044949",6,"Public School","331600010057","WHITELAW REID ACAD ARTS-BUSINESS"
"800000044951",6,"Public School","331600010081","PS 81 THADDEUS STEVENS"
"800000044953",6,"Public School","331600010243","PS 243 WEEKSVILLE SCHOOL"
"800000044937",6,"Public School","331600010262","PS 262 EL HAJJ MALIK EL SHABAZZ"
"800000044938",6,"Public School","331600010267","MS 267 MATH, SCIENCE & TECHNOLOGY"
"800000044960",6,"Public School","331600010308","PS 308 CLARA CARDWELL"
"800000044961",6,"Public School","331600010309","PS 309 GEORGE E WIBECAN PREP"
"800000044947",6,"Public School","331600010335","PS 335 GRANVILLE T WOODS"
"800000062329",6,"Public School","331600010627","BRIGHTER CHOICE COMMUNITY SCHOOL"
"800000062330",6,"Public School","331600010628","BROOKLYN BROWNSTONE SCHOOL"
"800000075033",6,"Public School","331600010681","MADIBA PREP MIDDLE SCHOOL"
"800000090310",6,"Public School","331600010898","BROOKLYN GREEN SCHOOL"
"800000043520",6,"Public School","331600011455","BOYS AND GIRLS HIGH SCHOOL"
"800000043482",6,"Public School","331600011498","BROOKLYN HIGH SCHOOL-LAW AND TECH"
"800000077830",6,"Public School","331600011669","RESEARCH AND SERVICE HIGH SCHOOL"
"800000065483",6,"Public School","331600011688","BROOKYLN ACADEMY OF GLOBAL FINANCE"
"800000083724",6,"Public School","331600011765","NELSON MANDELA HIGH SCHOOL"
"800000056456",6,"Public School","331600860847","BROOKLYN EXCELSIOR CS"
"800000056787",6,"Public School","331600860860","EXCELLENCE BOYS CS-BEDFORD STUY"
"800000061081",6,"Public School","331600860918","BEDFORD STUY COLLEGIATE CS"
"800000061085",6,"Public School","331600860924","LA CIMA CHARTER SCHOOL"
"800000064231",6,"Public School","331600860938","EXCELLENCE GIRLS CHARTER SCHOOL"
"800000067232",6,"Public School","331600860971","BEDFORD STUY NEW BEGINNINGS CHARTER"
"800000067236",6,"Public School","331600860975","EMBER CHARTER SCHOOL"
"800000070180",6,"Public School","331600861003","LAUNCH EXPEDITIONARY LEARNING CS"
"800000084523",6,"Public School","331600861082","ACHIEVEMENT FIRST LEGACY CS"
"800000084534",6,"Public School","331600861095","SUCCESS ACADEMY CS-BED STUY 3"
"800000088150",6,"Public School","331600861112","BROOKLYN EMERGING LEADERS ACADEMY CS"
"800000044896",6,"Public School","331700010002","PARKSIDE PREP ACADEMY"
"800000044897",6,"Public School","331700010006","NORMA ADAMS CLEMONS ACADEMY"
"800000044898",6,"Public School","331700010012","DR JACQUELINE PEEK-DAVIS SCHOOL"
"800000044868",6,"Public School","331700010061","MS 61 DR GLADSTONE H ATWELL"
"800000044869",6,"Public School","331700010091","PS 91 ALBANY AVENUE SCHOOL"
"800000044870",6,"Public School","331700010092","PS 92 ADRIAN HEGEMAN"
"800000034217",6,"Public School","331700010138","PS 138"
"800000044871",6,"Public School","331700010161","PS 161 CROWN"
"800000044873",6,"Public School","331700010181","PS 181"
"800000044874",6,"Public School","331700010189","PS 189 BILINGUAL CENTER "
"800000044875",6,"Public School","331700010191","PS 191 PAUL ROBESON"
"800000044877",6,"Public School","331700010221","PS 221 TOUSSAINT L'OUVERTURE"
"800000044878",6,"Public School","331700010241","PS 241 EMMA L JOHNSTON"
"800000044881",6,"Public School","331700010246","MS 246 WALT WHITMAN "
"800000044867",6,"Public School","331700010249","PS 249 CATON"
"800000044851",6,"Public School","331700010289","PS 289 GEORGE V BROWER"
"800000044852",6,"Public School","331700010316","PS 316 ELIJAH STROUD"
"800000044855",6,"Public School","331700010340","IS 340"
"800000059074",6,"Public School","331700010352","EBBETS FIELD MIDDLE SCHOOL"
"800000059075",6,"Public School","331700010353","ELIJAH STROUD MIDDLE SCHOOL"
"800000059117",6,"Public School","331700010354","SCHOOL OF INTEGRATED LEARNING"
"800000044856",6,"Public School","331700010375","PS 375 JACKIE ROBINSON SCHOOL"
"800000044859",6,"Public School","331700010394","MS 394"
"800000044880",6,"Public School","331700010397","PS 397 FOSTER-LAURIE"
"800000044860",6,"Public School","331700010398","PS 398 WALTER WEAVER"
"800000044861",6,"Public School","331700010399","PS 399 STANLEY EUGENE CLARKE"
"800000059635",6,"Public School","331700010484","RONALD EDMONDS LEARNING CTR II"
"800000077831",6,"Public School","331700010532","NEW BRIDGES ELEMENTARY"
"800000075034",6,"Public School","331700010705","BROOKLYN ARTS AND SCIENCE ES"
"800000075035",6,"Public School","331700010722","NEW HEIGHTS MIDDLE SCHOOL"
"800000069149",6,"Public School","331700010770","PS 770 NEW AMERICAN ACADEMY"
"800000070896",6,"Public School","331700011122","PATHWAYS TECH EARLY COLLEGE HS"
"800000059603",6,"Public School","331700011382","ACAD FOR COLLEGE PREP AND CAREER EXP"
"800000059607",6,"Public School","331700011408","ACADEMY OF HOSPITALITY AND TOURISM"
"800000058084",6,"Public School","331700011524","INTERNTL HS AT PROSPECT HGHTS"
"800000058022",6,"Public School","331700011528","HIGH SCHOOL FOR GLOBAL CITIZENSHIP"
"800000057976",6,"Public School","331700011531","SCHOOL FOR HUMAN RIGHTS"
"800000058025",6,"Public School","331700011537","HIGH SCHOOL-YOUTH & COMM DVLPMNT"
"800000058024",6,"Public School","331700011539","HIGH SCHOOL-SERVICE & LEARNING"
"800000057151",6,"Public School","331700011543","SCIENCE, TECH & RESEARCH EARLY COLLE"
"800000057153",6,"Public School","331700011546","HS FOR PUBLIC SERVICE-HEROES OF TOM"
"800000057154",6,"Public School","331700011547","BROOKLYN ACADEMY OF SCI & ENVIRON"
"800000057155",6,"Public School","331700011548","BROOKLYN SCHOOL FOR MUSIC & THEATER"
"800000057990",6,"Public School","331700011568","BROWNSVILLE ACADEMY HIGH SCHOOL"
"800000043472",6,"Public School","331700011590","MEDGAR EVERS COLLEGE PREP SCHOOL"
"800000043474",6,"Public School","331700011600","CLARA BARTON HIGH SCHOOL"
"800000062343",6,"Public School","331700011646","ASPIRATIONS DIPLOMA PLUS HS"
"800000075036",6,"Public School","331700011745","BROOKLYN INSTITUTE FOR LIBERAL ARTS"
"800000069172",6,"Public School","331700011751","ACADEMY FOR HEALTH CAREERS"
"800000048424",6,"Public School","331700860841","EXPLORE CHARTER SCHOOL"
"800000058356",6,"Public School","331700860879","ACHIEVEMENT FIRST CROWN HEIGHTS"
"800000058839",6,"Public School","331700860882","KIPP AMP CHARTER SCHOOL"
"800000063972",6,"Public School","331700860950","EXPLORE EMPOWER CHARTER SCHOOL"
"800000070533",6,"Public School","331700861007","NEW VISIONS AIM CHARTER HS I"
"800000071162",6,"Public School","331700861027","EXPLORE EXCEED CHARTER SCHOOL"
"800000075834",6,"Public School","331700861040","SUCCESS ACAD CS-PROSPECT HEIGHTS"
"800000075835",6,"Public School","331700861041","SUCCESS ACADEMY CS-CROWN HEIGHTS"
"800000084525",6,"Public School","331700861086","ACHIEVEMENT FIRST VOYAGER CHARTER"
"800000084533",6,"Public School","331700861094","SUCCESS ACADEMY CS-FLATBUSH"
"800000090781",6,"Public School","331700861164","FLATBUSH ASCEND CS"
"800000057123",6,"Public School","331800010066","PS 66"
"800000044662",6,"Public School","331800010068","IS 68 ISAAC BILDERSEE"
"800000044656",6,"Public School","331800010114","PS 114 RYDER ELEMENTARY"
"800000044657",6,"Public School","331800010115","PS 115 DANIEL MUCATEL SCHOOL"
"800000044658",6,"Public School","331800010135","PS 135 SHELDON A BROOKNER"
"800000044660",6,"Public School","331800010208","PS 208 ELSA EBELING"
"800000044663",6,"Public School","331800010211","IS 211 JOHN WILSON "
"800000044664",6,"Public School","331800010219","PS 219 KENNEDY-KING"
"800000044666",6,"Public School","331800010233","PS 233 LANGSTON HUGHES"
"800000044667",6,"Public School","331800010235","PS 235 JANICE MARIE KNIGHT SCHOOL"
"800000044652",6,"Public School","331800010244","PS 244 RICHARD R GREEN"
"800000044654",6,"Public School","331800010268","PS 268 EMMA LAZARUS"
"800000044655",6,"Public School","331800010272","PS 272 CURTIS ESTABROOK"
"800000044641",6,"Public School","331800010276","PS 276 LOUIS MARSHALL"
"800000044645",6,"Public School","331800010279","PS 279 HERMAN SCHREIBER"
"800000044646",6,"Public School","331800010285","IS 285 MEYER LEVIN"
"800000065484",6,"Public School","331800010366","SCIENCE & MEDICINE MIDDLE SCHOOL"
"800000060373",6,"Public School","331800010581","MS OF MEDIA, LAW, FINE ARTS"
"800000060376",6,"Public School","331800010588","MIDDLE SCHOOL-ART AND PHILOSOPHY"
"800000083723",6,"Public School","331800010763","BROOKLYN SCIENCE AND ENGINEERING ACA"
"800000060389",6,"Public School","331800011563","IT TAKES A VILLAGE ACADEMY"
"800000060385",6,"Public School","331800011566","BROOKLYN COMMUNITY HS-EXCEL-EQUITY"
"800000060386",6,"Public School","331800011567","BROOKLYN THEATRE ARTS HIGH SCHOOL"
"800000060391",6,"Public School","331800011569","KURT HAHN EXPEDITIONARY LRNING SCH"
"800000060394",6,"Public School","331800011576","VICTORY COLLEGIATE HIGH SCHOOL"
"800000060400",6,"Public School","331800011578","BROOKLYN BRIDGE ACADEMY"
"800000062327",6,"Public School","331800011617","HS FOR INNOVATION -ADVERTISING/MEDIA"
"800000062331",6,"Public School","331800011629","CULTURAL ACADEMY-ARTS AND SCIENCES"
"800000062334",6,"Public School","331800011633","HIGH SCHOOL FOR MEDICAL PROFESSIONS"
"800000062336",6,"Public School","331800011635","OLYMPUS ACADEMY"
"800000062338",6,"Public School","331800011637","ACAD FOR CONSERVATION & ENVIRONMENT"
"800000062340",6,"Public School","331800011642","URBAN ACTION ACADEMY"
"800000065486",6,"Public School","331800011673","EAST BROOKLYN COMMUNITY HS"
"800000070559",6,"Public School","331800860702","EXPLORE EXCEL CHARTER SCHOOL"
"800000059786",6,"Public School","331800860908","KINGS COLLEGIATE CHARTER SCHOOL"
"800000061080",6,"Public School","331800860916","BROOKLYN ASCEND CHARTER SCHOOL"
"800000063982",6,"Public School","331800860943","LEADERSHIP PREP CANARSIE CS"
"800000067494",6,"Public School","331800860988","CULTURAL ARTS ACADEMY-SPRING CREEK"
"800000072840",6,"Public School","331800861033","CANARSIE ASCEND CHARTER SCHOOL"
"800000075846",6,"Public School","331800861057","NEW AMERICAN ACADEMY CS"
"800000090255",6,"Public School","331800861146","IVY HILL PREP CHARTER SCHOOL"
"800000090784",6,"Public School","331800861165","EAST FLATBUSH ASCEND CHARTER "
"800000090792",6,"Public School","331800861168","LAMAD ACADEMY CHARTER SCHOOL"
"800000044522",6,"Public School","331900010007","PS 7 ABRAHAM LINCOLN"
"800000044523",6,"Public School","331900010013","PS 13 ROBERTO CLEMENTE"
"800000044524",6,"Public School","331900010065","PS 65"
"800000044517",6,"Public School","331900010089","PS 89 CYPRESS HILLS "
"800000044518",6,"Public School","331900010108","PS 108 SAL ABBRACCIAMENTO"
"800000044519",6,"Public School","331900010149","PS 149 DANNY KAYE"
"800000044520",6,"Public School","331900010158","PS 158 WARWICK"
"800000044506",6,"Public School","331900010159","PS 159 ISAAC PITKIN"
"800000044525",6,"Public School","331900010171","IS 171 ABRAHAM LINCOLN "
"800000044527",6,"Public School","331900010190","PS 190 SHEFFIELD"
"800000044528",6,"Public School","331900010202","PS 202 ERNEST S JENKYNS"
"800000044529",6,"Public School","331900010213","PS 213 NEW LOTS"
"800000044530",6,"Public School","331900010214","PS 214 MICHAEL FRIEDSAM"
"800000044514",6,"Public School","331900010218","JHS 218 JAMES P SINNOTT "
"800000044515",6,"Public School","331900010224","PS 224 HALE A WOODRUFF"
"800000044509",6,"Public School","331900010273","PS 273 WORTMAN"
"800000044510",6,"Public School","331900010290","PS 290 JUAN MOREL CAMPOS"
"800000044511",6,"Public School","331900010292","JHS 292 MARGARET S DOUGLAS "
"800000044513",6,"Public School","331900010306","PS 306 ETHAN ALLEN"
"800000070897",6,"Public School","331900010325","FRESH CREEK SCHOOL"
"800000044496",6,"Public School","331900010328","PS 328 PHYLLIS WHEATLEY"
"800000044497",6,"Public School","331900010345","PS 345 PATROLMAN ROBERT BOLDEN "
"800000044498",6,"Public School","331900010346","PS 346 ABE STARK"
"800000044499",6,"Public School","331900010364","IS 364 GATEWAY "
"800000059624",6,"Public School","331900010452","FDA VIII MIDDLE SCHOOL"
"800000077832",6,"Public School","331900010557","BROOKLYN GARDENS ELEMENTARY SCHOOL"
"800000077833",6,"Public School","331900010654","VAN SICLEN COMMUNITY MIDDLE SCHOOL"
"800000077834",6,"Public School","331900010661","VISTA ACADEMY"
"800000077835",6,"Public School","331900010662","LIBERTY AVENUE MIDDLE SCHOOL"
"800000077836",6,"Public School","331900010663","SCHOOL OF THE FUTURE BROOKLYN"
