INSTITUTION_ID,GROUP_CODE,GROUP_NAME,ENTITY_CD,ENTITY_NAME
"800000053203",6,"Public School","131701060006","MILL ROAD-INTERMEDIATE GRADES"
"800000053204",6,"Public School","131701060008","MILL ROAD-PRIMARY GRADES"
"800000053217",6,"Public School","131801040001","RHINEBECK SENIOR HIGH SCHOOL"
"800000053198",6,"Public School","131801040002","CHANCELLOR LIVINGSTON ELEMENTARY"
"800000053199",6,"Public School","131801040003","BULKELEY MIDDLE SCHOOL"
"800000053181",6,"Public School","132101060001","BRINCKERHOFF ELEMENTARY SCHOOL"
"800000053182",6,"Public School","132101060002","FISHKILL ELEMENTARY SCHOOL"
"800000053161",6,"Public School","132101060003","FISHKILL PLAINS ELEMENTARY SCHOOL"
"800000053162",6,"Public School","132101060004","GAYHEAD SCHOOL"
"800000053183",6,"Public School","132101060005","JAMES S EVANS ELEMENTARY SCHOOL"
"800000053168",6,"Public School","132101060006","KINRY ROAD ELEMENTARY SCHOOL"
"800000053169",6,"Public School","132101060007","VASSAR ROAD ELEMENTARY SCHOOL"
"800000053170",6,"Public School","132101060008","SHEAFE ROAD ELEMENTARY SCHOOL"
"800000053171",6,"Public School","132101060009","VAN WYCK JUNIOR HIGH SCHOOL"
"800000053172",6,"Public School","132101060010","WAPPINGERS JUNIOR HIGH SCHOOL"
"800000053173",6,"Public School","132101060011","ROY C KETCHAM SENIOR HS"
"800000053174",6,"Public School","132101060012","OAK GROVE ELEMENTARY SCHOOL"
"800000053175",6,"Public School","132101060013","MYERS CORNERS SCHOOL"
"800000053177",6,"Public School","132101060015","JOHN JAY SENIOR HIGH SCHOOL"
"800000058132",6,"Public School","132101060016","ORCHARD VIEW ALTERNATIVE HS"
"800000053122",6,"Public School","132201040001","MILLBROOK MIDDLE SCHOOL"
"800000053144",6,"Public School","132201040002","ALDEN PLACE ELEMENTARY"
"800000053123",6,"Public School","132201040003","ELM DRIVE ELEMENTARY SCHOOL"
"800000059692",6,"Public School","132201040005","MILLBROOK HIGH SCHOOL"
"800000053097",6,"Public School","140101060003","ALDEN PRIMARY AT TOWNLINE"
"800000053099",6,"Public School","140101060005","ALDEN MIDDLE SCHOOL"
"800000053080",6,"Public School","140101060006","ALDEN SENIOR HIGH SCHOOL"
"800000088052",6,"Public School","140101060007","ALDEN INTERMEDIATE SCHOOL"
"800000053091",6,"Public School","140201060001","AMHERST MIDDLE SCHOOL"
"800000053092",6,"Public School","140201060002","AMHERST CENTRAL HIGH SCHOOL"
"800000053093",6,"Public School","140201060005","SMALLWOOD DRIVE SCHOOL"
"800000053083",6,"Public School","140201060006","WINDERMERE BLVD SCHOOL"
"800000053048",6,"Public School","140203060001","MILL MIDDLE SCHOOL"
"800000053049",6,"Public School","140203060002","DODGE ELEMENTARY SCHOOL"
"800000053050",6,"Public School","140203060003","MAPLE EAST ELEMENTARY SCHOOL"
"800000053051",6,"Public School","140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL"
"800000053052",6,"Public School","140203060005","HEIM ELEMENTARY SCHOOL"
"800000053053",6,"Public School","140203060007","FOREST ELEMENTARY SCHOOL"
"800000053054",6,"Public School","140203060008","MAPLE WEST ELEMENTARY SCHOOL"
"800000053055",6,"Public School","140203060009","HEIM MIDDLE SCHOOL"
"800000053056",6,"Public School","140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL"
"800000053057",6,"Public School","140203060011","COUNTRY PARKWAY ELEMENTARY SCHOOL"
"800000053058",6,"Public School","140203060012","CASEY MIDDLE SCHOOL"
"800000053040",6,"Public School","140203060013","WILLIAMSVILLE EAST HIGH SCHOOL"
"800000053041",6,"Public School","140203060015","TRANSIT MIDDLE SCHOOL"
"800000052996",6,"Public School","140207060002","GLENDALE ELEMENTARY SCHOOL"
"800000052997",6,"Public School","140207060003","MAPLEMERE ELEMENTARY SCHOOL"
"800000052998",6,"Public School","140207060005","SWEET HOME MIDDLE SCHOOL"
"800000052982",6,"Public School","140207060006","SWEET HOME SENIOR HIGH SCHOOL"
"800000052983",6,"Public School","140207060007","WILLOW RIDGE ELEMENTARY SCHOOL"
"800000053001",6,"Public School","140207060008","HERITAGE HTS ELEMENTARY SCHOOL"
"800000052989",6,"Public School","140301030001","PARKDALE ELEMENTARY SCHOOL"
"800000052991",6,"Public School","140301030004","EAST AURORA MIDDLE SCHOOL"
"800000052992",6,"Public School","140301030005","EAST AURORA HIGH SCHOOL"
"800000052969",6,"Public School","140600010001","DISCOVERY SCHOOL"
"800000052970",6,"Public School","140600010003","D'YOUVILLE-PORTER CAMPUS"
"800000052972",6,"Public School","140600010006","BUFFALO ES OF TECHNOLOGY"
"800000034030",6,"Public School","140600010017","PS 17"
"800000052961",6,"Public School","140600010018","DR A PANTOJA COMM SCH EXCLLNCE -#18"
"800000052962",6,"Public School","140600010019","NATIVE AMERICAN MAGNET"
"800000052963",6,"Public School","140600010027","PS 27 HILLERY PARK ACADEMY"
"800000052949",6,"Public School","140600010031","HARRIET ROSS TUBMAN ACADEMY"
"800000052951",6,"Public School","140600010033","BILINGUAL CENTER"
"800000052958",6,"Public School","140600010037","MARVA J DANIEL FUTURES PREP SCHOOL"
"800000052948",6,"Public School","140600010042","PS 42 OCCUPATIONAL TRAINING CTR"
"800000052954",6,"Public School","140600010043","LOVEJOY DISCOVERY SCHOOL #43"
"800000052956",6,"Public School","140600010045","INTERNATIONAL SCHOOL"
"800000052960",6,"Public School","140600010053","COMMUNITY SCHOOL #53 "
"800000052945",6,"Public School","140600010054","DR GEORGE BLACKMAN ECC"
"800000052936",6,"Public School","140600010056","FREDERICK OLMSTED #156"
"800000052938",6,"Public School","140600010059","PS 59 DR CHARLES DREW SCI MAGNET"
"800000052940",6,"Public School","140600010061","PS 61 ARTHUR O EVE SCHOOL OF DISTINC"
"800000052942",6,"Public School","140600010064","PS 64 FREDERICK LAW OLMSTED "
"800000052943",6,"Public School","140600010065","PS 65 ROOSEVELT ECC"
"800000052932",6,"Public School","140600010069","PS 69 HOUGHTON ACADEMY"
"800000052935",6,"Public School","140600010072","LORRAINE ELEMENTARY SCHOOL"
"800000052925",6,"Public School","140600010074","PS 74 HAMLIN PARK CLAUDE AND OUIDA"
"800000052926",6,"Public School","140600010076","HERMAN BADILLO BILINGUAL ACADEMY"
"800000052929",6,"Public School","140600010080","HIGHGATE HEIGHTS"
"800000052913",6,"Public School","140600010081","PS 81"
"800000052916",6,"Public School","140600010082","PS 82"
"800000052917",6,"Public School","140600010084","PS 84"
"800000052920",6,"Public School","140600010093","SOUTHSIDE ELEMENTARY SCHOOL"
"800000052921",6,"Public School","140600010094","DR LYDIA T WRIGHT SCH OF EXCELLENCE"
"800000052923",6,"Public School","140600010097","BUFFALO ACADEMY-VIS & PERF ARTS"
"800000052924",6,"Public School","140600010098","MCKINLEY VOC HIGH SCHOOL"
"800000052907",6,"Public School","140600010101","BURGARD HIGH SCHOOL"
"800000052908",6,"Public School","140600010102","CITY HONORS SCHOOL"
"800000052910",6,"Public School","140600010104","EMERSON SCHOOL OF HOSPITALITY"
"800000052911",6,"Public School","140600010105","HUTCHINSON CENTRAL TECH HIGH SCHOOL"
"800000052900",6,"Public School","140600010110","SOUTH PARK HIGH SCHOOL"
"800000052905",6,"Public School","140600010118","WEST HERTEL ELEMENTARY SCHOOL"
"800000052883",6,"Public School","140600010119","WATERFRONT ELEMENTARY SCHOOL"
"800000052885",6,"Public School","140600010122","BENNETT PARK MONTESSORI SCHOOL"
"800000052892",6,"Public School","140600010126","STANLEY MAKOWSKI EARLY CHLDHD CTR"
"800000052894",6,"Public School","140600010128","LEONARDO DA VINCI HIGH SCHOOL"
"800000052875",6,"Public School","140600010129","PFC WILLIAM J GRABIARZ #79"
"800000059686",6,"Public School","140600010130","FRANK A SEDITA SCHOOL #30"
"800000059688",6,"Public School","140600010132","MATH SCIENCE TECH PREP SCHOOL-197"
"800000073117",6,"Public School","140600010133","ACADEMY SCHOOL"
"800000074796",6,"Public School","140600010135","MIDDLE EARLY COLLEGE HIGH SCHOOL"
"800000088053",6,"Public School","140600010140","EAST COMMUNITY SCHOOL"
"800000088054",6,"Public School","140600010141","LAFAYETTE INTERNATIONAL SCHOOL"
"800000058320",6,"Public School","140600010197","HARVEY AUSTIN SCHOOL #97"
"800000060406",6,"Public School","140600010308","INTER PREP SCHOOL (THE)"
"800000089607",6,"Public School","140600010310","RIVERSIDE ACADEMY HIGH SCHOOL"
"800000089608",6,"Public School","140600010311","LEWIS J BENNETT HS OF INNOVATIVE TEC"
"800000090364",6,"Public School","140600010312","BUILD COMMUNITY SCHOOL"
"800000090408",6,"Public School","140600010313","BUFFALO - CULINARY ART, HOSPITAL"
"800000090365",6,"Public School","140600010314","MARTIN LUTHER KING JR #48"
"800000090366",6,"Public School","140600010315","NORTH PARK COMMUNITY SCHOOL #50"
"800000090367",6,"Public School","140600010316","PATHWAYS ACADEMY"
"800000091311",6,"Public School","140600010317","RESEARCH LABORATORY HS-BIOINFORMATIC"
"800000052431",6,"Public School","140600860814","KING CENTER CHARTER SCHOOL"
"800000034163",6,"Public School","140600860817","SOUTH BUFFALO CHARTER SCHOOL"
"800000052433",6,"Public School","140600860838","TAPESTRY CHARTER SCHOOL"
"800000056182",6,"Public School","140600860851","BUFFALO UNITED CHARTER SCHOOL"
"800000056594",6,"Public School","140600860856","ENTERPRISE CHARTER SCHOOL"
"800000057454",6,"Public School","140600860861","BUFFALO ACADEMY OF SCIENCE CS"
"800000057456",6,"Public School","140600860863","WESTERN NY MARITIME CHARTER SCHOOL"
"800000057945",6,"Public School","140600860874","WESTMINSTER COMMUNITY CS"
"800000059315",6,"Public School","140600860896","ELMWOOD VILLAGE CS DAYS PARK"
"800000065871",6,"Public School","140600860961","HEALTH SCIENCES CHARTER SCHOOL"
"800000067492",6,"Public School","140600860986","WEST BUFFALO CHARTER SCHOOL"
"800000083428",6,"Public School","140600861072","CHARTER SCHOOL OF INQUIRY"
"800000087931",6,"Public School","140600861105","ELMWOOD VILLAGE CS HERTEL"
"800000087935",6,"Public School","140600861109","REACH ACADEMY CHARTER SCHOOL"
"800000089572",6,"Public School","140600861129","BUFFALO COLLEGIATE CHARTER SCHOOL"
"800000089577",6,"Public School","140600861134","PERSISTENCE PREP ACADEMY CS"
"800000091531",6,"Public School","140600861183","BUFFALO CREEK ACADEMY CS"
"800000091547",6,"Public School","140600861184","PRIMARY HALL CS"
"800000091548",6,"Public School","140600861185","BUFFALO ACADEMY OF SCIENCE CS II"
"800000092085",6,"Public School","140600861186","BUFFALO COMMONS CHARTER SCHOOL"
"800000052361",6,"Public School","140701060004","UNION EAST ELEMENTARY SCHOOL"
"800000052345",6,"Public School","140701060006","CHEEKTOWAGA HIGH SCHOOL"
"800000052346",6,"Public School","140701060007","CHEEKTOWAGA MIDDLE SCHOOL"
"800000052329",6,"Public School","140702030003","MARYVALE PRIMARY SCHOOL"
"800000052330",6,"Public School","140702030004","MARYVALE INTERMEDIATE SCHOOL"
"800000052331",6,"Public School","140702030005","MARYVALE MIDDLE SCHOOL"
"800000052332",6,"Public School","140702030006","MARYVALE HIGH SCHOOL"
"800000052313",6,"Public School","140703020002","CLEVELAND HILL ELEMENTARY SCHOOL"
"800000052314",6,"Public School","140703020003","CLEVELAND HILL HIGH SCHOOL"
"800000055814",6,"Public School","140703020004","CLEVELAND HILL MIDDLE SCHOOL"
"800000052302",6,"Public School","140707030003","DEPEW HIGH SCHOOL"
"800000052306",6,"Public School","140707030004","DEPEW MIDDLE SCHOOL"
"800000052307",6,"Public School","140707030005","CAYUGA HTS ELEMENTARY SCHOOL"
"800000052298",6,"Public School","140709030001","THEODORE ROOSEVELT SCHOOL"
"800000052299",6,"Public School","140709030002","WOODROW WILSON ELEMENTARY SCHOOL"
"800000052300",6,"Public School","140709030003","JOHN F KENNEDY MIDDLE SCHOOL"
"800000052301",6,"Public School","140709030004","JOHN F KENNEDY SENIOR HS"
"800000052277",6,"Public School","140801060002","HARRIS HILL ELEMENTARY SCHOOL"
"800000052278",6,"Public School","140801060003","LEDGEVIEW ELEMENTARY SCHOOL"
"800000052279",6,"Public School","140801060005","SHERIDAN HILL ELEMENTARY SCHOOL"
"800000052280",6,"Public School","140801060006","CLARENCE SENIOR HIGH SCHOOL"
"800000052281",6,"Public School","140801060007","CLARENCE CTR ELEMENTARY SCHOOL"
"800000052282",6,"Public School","140801060008","CLARENCE MIDDLE SCHOOL"
"800000052288",6,"Public School","141101060001","GRIFFITH INST HIGH SCHOOL"
"800000052270",6,"Public School","141101060002","COLDEN ELEMENTARY SCHOOL"
"800000052256",6,"Public School","141101060003","SPRINGVILLE ELEMENTARY SCHOOL"
"800000052257",6,"Public School","141101060004","GRIFFITH INST MIDDLE SCHOOL"
"800000052271",6,"Public School","141201060001","EDEN MIDDLE & HIGH SCHOOL"
"800000052272",6,"Public School","141201060002","G L PRIESS PRIMARY SCHOOL"
"800000052252",6,"Public School","141201060005","EDEN ELEMENTARY SCHOOL"
"800000052241",6,"Public School","141301060002","IROQUOIS INTERMEDIATE SCHOOL"
"800000052242",6,"Public School","141301060003","MARILLA PRIMARY SCHOOL"
"800000052243",6,"Public School","141301060004","WALES PRIMARY SCHOOL"
"800000052244",6,"Public School","141301060005","IROQUOIS MIDDLE SCHOOL"
"800000052245",6,"Public School","141301060006","IROQUOIS SENIOR HIGH SCHOOL"
"800000052246",6,"Public School","141301060007","ELMA PRIMARY SCHOOL"
"800000052234",6,"Public School","141401060001","HIGHLAND ELEMENTARY SCHOOL"
"800000052236",6,"Public School","141401060003","LAKE SHORE SENIOR HIGH SCHOOL"
"800000052237",6,"Public School","141401060004","JOHN T WAUGH ELEMENTARY SCHOOL"
"800000052223",6,"Public School","141401060008","A J SCHMIDT ELEMENTARY SCHOOL"
"800000052224",6,"Public School","141401060009","WILLIAM G HOUSTON MS"
"800000052206",6,"Public School","141501060001","HUTH ROAD SCHOOL"
"800000052208",6,"Public School","141501060003","KAEGEBEIN SCHOOL"
"800000052209",6,"Public School","141501060004","GRAND ISLAND SENIOR HIGH SCHOOL"
"800000052210",6,"Public School","141501060005","VERONICA E CONNOR MIDDLE SCHOOL"
"800000052211",6,"Public School","141501060006","CHARLOTTE SIDWAY SCHOOL"
"800000052196",6,"Public School","141601060001","ARMOR ELEMENTARY SCHOOL"
"800000052197",6,"Public School","141601060002","BOSTON VALLEY ELEMENTARY SCHOOL"
"800000052198",6,"Public School","141601060003","CHARLOTTE AVENUE ELEMENTARY SCHOOL"
"800000052199",6,"Public School","141601060004","UNION PLEASANT AVENUE ELEMENTARY SCH"
"800000052200",6,"Public School","141601060006","HAMBURG MIDDLE SCHOOL"
"800000052201",6,"Public School","141601060007","HAMBURG HIGH SCHOOL"
"800000052177",6,"Public School","141604060003","BIG TREE ELEMENTARY SCHOOL"
"800000052178",6,"Public School","141604060004","BLASDELL ELEMENTARY SCHOOL"
"800000052183",6,"Public School","141604060005","CLOVERBANK ELEMENTARY SCHOOL"
"800000052184",6,"Public School","141604060006","PINEHURST ELEMENTARY SCHOOL"
"800000052185",6,"Public School","141604060007","FRONTIER MIDDLE SCHOOL"
"800000052186",6,"Public School","141604060008","FRONTIER SENIOR HIGH SCHOOL"
"800000052164",6,"Public School","141701040001","HOLLAND HIGH SCHOOL"
"800000052165",6,"Public School","141701040002","HAROLD O BRUMSTED ELEM SCH"
"800000090301",6,"Public School","141701040004","HOLLAND MIDDLE SCHOOL"
"800000052139",6,"Public School","141800010005","LACKAWANNA MIDDLE SCHOOL"
"800000052141",6,"Public School","141800010008","LACKAWANNA HIGH SCHOOL"
"800000052142",6,"Public School","141800010010","TRUMAN ELEMENTARY SCHOOL"
"800000057176",6,"Public School","141800010011","MARTIN ROAD ELEMENTARY SCHOOL"
"800000052086",6,"Public School","141800860044","GLOBAL CONCEPTS CHARTER SCHOOL"
"800000052090",6,"Public School","141901060001","JOHN A SCIOLE ELEMENTARY SCHOOL"
"800000052092",6,"Public School","141901060004","COMO PARK ELEMENTARY SCHOOL"
"800000052093",6,"Public School","141901060005","COURT STREET ELEMENTARY SCHOOL"
"800000052079",6,"Public School","141901060006","HILLVIEW ELEMENTARY SCHOOL"
"800000052080",6,"Public School","141901060007","LANCASTER MIDDLE SCHOOL"
"800000052081",6,"Public School","141901060008","LANCASTER HIGH SCHOOL"
"800000052083",6,"Public School","141901060010","WILLIAM STREET SCHOOL"
"800000052062",6,"Public School","142101040001","AKRON ELEMENTARY SCHOOL"
"800000052047",6,"Public School","142101040002","AKRON HIGH SCHOOL"
"800000055983",6,"Public School","142101040003","AKRON MIDDLE SCHOOL"
"800000052057",6,"Public School","142201040001","NORTH COLLINS JUNIOR-SENIOR HS"
"800000052058",6,"Public School","142201040002","NORTH COLLINS ELEMENTARY SCHOOL"
"800000052046",6,"Public School","142301060001","WINDOM ELEMENTARY SCHOOL"
"800000052048",6,"Public School","142301060002","ORCHARD PARK MIDDLE SCHOOL"
"800000052049",6,"Public School","142301060003","EGGERT ROAD ELEMENTARY SCHOOL"
"800000052050",6,"Public School","142301060005","SOUTH DAVIS ELEMENTARY SCHOOL"
"800000052034",6,"Public School","142301060006","ORCHARD PARK HIGH SCHOOL"
"800000052035",6,"Public School","142301060007","ELLICOTT ROAD ELEMENTARY SCHOOL"
"800000052032",6,"Public School","142500010003","FLETCHER ELEMENTARY SCHOOL"
"800000052013",6,"Public School","142500010005","MULLEN ELEMENTARY SCHOOL"
"800000052014",6,"Public School","142500010007","RIVERVIEW ELEMENTARY SCHOOL"
"800000052015",6,"Public School","142500010009","TONAWANDA MIDDLE/HIGH SCHOOL"
"800000051996",6,"Public School","142601030003","BEN FRANKLIN MIDDLE SCHOOL"
"800000051997",6,"Public School","142601030006","CHARLES A LINDBERGH ELEMENTARY"
"800000051998",6,"Public School","142601030011","HERBERT HOOVER MIDDLE SCHOOL"
"800000051999",6,"Public School","142601030013","HOLMES ELEMENTARY SCHOOL"
"800000052001",6,"Public School","142601030020","THOMAS A EDISON ELEMENTARY SCHOOL"
"800000051985",6,"Public School","142601030023","BEN FRANKLIN ELEMENTARY SCHOOL"
"800000051986",6,"Public School","142601030024","HERBERT HOOVER ELEMENTARY SCHOOL"
"800000051987",6,"Public School","142601030025","KENMORE EAST SENIOR HIGH SCHOOL"
"800000051988",6,"Public School","142601030026","KENMORE WEST SENIOR HIGH SCHOOL"
"800000051942",6,"Public School","142601860031","CHARTER SCHOOL-APPLIED TECHNOLOGIES"
"800000051946",6,"Public School","142801060003","ALLENDALE ELMENTARY SCHOOL"
"800000051948",6,"Public School","142801060005","EAST MIDDLE SCHOOL"
"800000051949",6,"Public School","142801060008","WINCHESTER-POTTERS ELEMENTARY"
"800000051950",6,"Public School","142801060010","WEST SENECA WEST SENIOR HS"
"800000051951",6,"Public School","142801060011","WEST MIDDLE SCHOOL"
"800000051932",6,"Public School","142801060015","CLINTON ELEMENTARY SCHOOL"
"800000051933",6,"Public School","142801060016","WEST SENECA EAST SENIOR HS"
"800000051934",6,"Public School","142801060017","NORTHWOOD ELEMENTARY SCHOOL"
"800000051935",6,"Public School","142801060018","WEST ELEMENTARY SCHOOL"
"800000051905",6,"Public School","150203040001","CROWN POINT CENTRAL SCHOOL"
